FID,OBJECTID,Match_addr,x,y,ICount,Region,Comuna,Calle_1,Calle_2,Numero,Accid_bici,Falle_bici,Grave_bici,Mgrav_bici,Leve_bici,Ileso_bici
719,755,"RANCAGUA & SALVADOR, PROVIDENCIA",348980.0957,6298775.3636,1,REGION METROPOLITANA,PROVIDENCIA,RANCAGUA,SALVADOR, ,1,0,1,0,0,0
720,756,"RAUTEN & AURELIO, PEDRO AGUIRRE CERDA",343988.9928,6292890.5998,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,DEPARTAMENTAL,AURELIO, ,1,0,0,0,1,0
721,757,"RECOLETA & GUILLERMO SUBIABRE, HUECHURABA",347723.999,6305996.4991,1,REGION METROPOLITANA,HUECHURABA,RECOLETA,GUILLERMO SUBIABRE, ,1,0,0,0,1,0
722,758,"RICARDO CUMMING & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",345025.8972,6297830.1421,2,REGION METROPOLITANA,SANTIAGO,RICARDO CUMMING,LIBERTADOR BERNARDO O`HIGGINS, ,2,0,0,1,0,1
723,759,"RICARDO CUMMING & MARTINEZ DE ROZAS, SANTIAGO",344842.806,6299374.5995,1,REGION METROPOLITANA,SANTIAGO,RICARDO CUMMING,MARTINEZ DE ROZAS, ,1,0,0,0,0,1
724,760,"RICARDO LYON & BUSTOS, PROVIDENCIA",350987.5867,6298815.5994,1,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON,BUSTOS, ,1,0,0,0,1,0
725,761,"RICARDO LYON & ELIODORO YANEZ, PROVIDENCIA",350660.4059,6299799.4991,1,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON,ELIODORO YANEZ, ,1,0,1,0,0,0
726,762,"RICARDO LYON & JORGE ISAACS, PROVIDENCIA",350453.2182,6300417.4991,1,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON,JORGE ISAACS, ,1,0,0,0,0,1
727,764,"RINCONADA EL SALTO & DEL PARQUE, HUECHURABA",349804.9055,6304959.4995,1,REGION METROPOLITANA,HUECHURABA,RINCONADA EL SALTO,DEL PARQUE, ,1,0,0,0,0,1
728,765,"RIO CALLE CALLE & LAGO PENUELAS, PUENTE ALTO",353158.7117,6284772.6001,1,REGION METROPOLITANA,PUENTE ALTO,RIO CALLE CALLE,LAGO PENUELAS, ,1,0,1,0,0,0
729,766,"RIO EUFRATES & MONTECASSINO, MAIPU",335478.3378,6288954.0992,1,REGION METROPOLITANA,MAIPU,RIO EUFRATES,MONTECASSINO, ,1,0,0,0,0,1
730,767,"RIVAS & SANTA ANA, SAN JOAQUIN",348155.4927,6294245.5989,1,REGION METROPOLITANA,SAN JOAQUIN,RIVAS,SANTA ANA, ,1,0,0,0,1,0
731,768,"RIVAS VICUNA & SAN PABLO, QUINTA NORMAL",343485.9757,6299062.2751,1,REGION METROPOLITANA,QUINTA NORMAL,RIVAS VICUNA,SAN PABLO, ,1,0,0,0,1,0
732,769,"ROBERTO ESPINOZA & MANUEL ANTONIO MATTA, SANTIAGO",346425.4927,6296495.5995,1,REGION METROPOLITANA,SANTIAGO,ROBERTO ESPINOZA,MANUEL ANTONIO MATTA, ,1,0,0,0,0,1
733,770,"RODRIGO DE ARAYA & ALCALDE JORGE MONCKEBERG, NUNOA",352504.7118,6295126.5994,1,REGION METROPOLITANA,NUNOA,RODRIGO DE ARAYA,ALCALDE JORGE MONCKEBERG, ,1,0,0,0,1,0
734,771,"RODRIGO DE ARAYA & AMERICO VESPUCIO, MACUL",353446.6792,6295483.3248,1,REGION METROPOLITANA,MACUL,RODRIGO DE ARAYA,AMERICO VESPUCIO, ,1,0,0,0,1,0
735,772,"RODRIGO DE ARAYA & FRANCISCO MENESES, MACUL",349815.6849,6294929.3713,1,REGION METROPOLITANA,MACUL,RODRIGO DE ARAYA,FRANCISCO MENESES, ,1,0,0,0,1,0
736,773,"RODRIGO ORDONEZ & ALBINA ELGUIN, EL BOSQUE",344229.7118,6283288.6009,1,REGION METROPOLITANA,EL BOSQUE,RODRIGO ORDONEZ,ALBINA ELGUIN, ,1,0,0,0,1,0
737,774,"ROGELIO UGARTE & NUBLE, SANTIAGO",348339.5872,6295637.599,1,REGION METROPOLITANA,SANTIAGO,ROGELIO UGARTE,NUBLE, ,1,0,0,0,0,1
738,775,"ROJAS MAGALLANES & LAS CHILCAS, LA FLORIDA",356451.8774,6288284.3005,1,REGION METROPOLITANA,LA FLORIDA,ROJAS MAGALLANES,LAS CHILCAS SUR, ,1,0,0,0,0,1
739,776,"ROJAS MAGALLANES & LAS NALCAS SUR, LA FLORIDA",356107.5915,6288308.6777,1,REGION METROPOLITANA,LA FLORIDA,ROJAS MAGALLANES,LAS NALCAS SUR, ,1,0,0,0,0,1
740,778,"ROMA & COSTA RICA, CONCHALI",343895.6459,6302987.7094,1,REGION METROPOLITANA,CONCHALI,ROMA,COSTA RICA, ,1,0,0,0,1,0
741,779,"ROSAS & CUETO, SANTIAGO",344504.9936,6299024.5991,2,REGION METROPOLITANA,SANTIAGO,ROSAS,CUETO, ,2,0,0,0,2,0
742,780,"ROSAS & ESPERANZA, SANTIAGO",344207.8995,6298995.5997,1,REGION METROPOLITANA,SANTIAGO,ROSAS,ESPERANZA, ,1,0,0,0,0,1
743,781,"ROSAS & LIBERTAD, SANTIAGO",344339.9935,6299008.5996,4,REGION METROPOLITANA,SANTIAGO,ROSAS,LIBERTAD, ,4,0,0,0,2,3
744,782,"SALESIANOS & CLUB HIPICO, PEDRO AGUIRRE CERDA",345248.8999,6293320.5998,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,SALESIANOS,CLUB HIPICO, ,1,0,0,0,1,0
745,783,"SALVADOR & CRESCENTE ERRAZURIZ, NUNOA",349368.0691,6296827.2727,1,REGION METROPOLITANA,NUNOA,SALVADOR,CRESCENTE ERRAZURIZ, ,1,0,1,0,0,0
746,784,"SALVADOR & MARIN, PROVIDENCIA",349088.8057,6298360.599,1,REGION METROPOLITANA,PROVIDENCIA,SALVADOR,MARIN, ,1,0,0,0,0,1
747,786,"SALVADOR GUTIERREZ & GENERAL BRAYER, QUINTA NORMAL",342512.8282,6300146.7087,1,REGION METROPOLITANA,QUINTA NORMAL,SALVADOR GUTIERREZ,GENERAL BRAYER, ,1,0,0,0,1,0
748,787,"SALVADOR GUTIERREZ & RESBALON, CERRO NAVIA",338470.5868,6300978.599,1,REGION METROPOLITANA,CERRO NAVIA,SALVADOR GUTIERREZ,RESBALON, ,1,0,0,0,1,0
749,788,"SALVADOR GUTIERREZ & ROLANDO PETERSEN, CERRO NAVIA",337523.5819,6301100.1801,1,REGION METROPOLITANA,CERRO NAVIA,SALVADOR GUTIERREZ,ROLANDO PETERSEN, ,1,0,0,0,1,0
750,789,"SALVADOR GUTIERREZ & SAMUEL IZQUIERDO, QUINTA NORMAL",340669.8994,6300561.5989,1,REGION METROPOLITANA,QUINTA NORMAL,SALVADOR GUTIERREZ,SAMUEL IZQUIERDO, ,1,0,0,0,1,0
751,790,"SAMUEL IZQUIERDO & SANTA ADRIANA, QUINTA NORMAL",340941.9394,6301560.3022,1,REGION METROPOLITANA,QUINTA NORMAL,SAMUEL IZQUIERDO,SANTA ADRIANA, ,1,0,1,0,0,0
752,791,"SAN ALBERTO HURTADO & SAN JOSE, MAIPU",335714.5461,6290100.0064,1,REGION METROPOLITANA,MAIPU,PADRE HURTADO,SAN JOSE, ,1,0,0,0,1,0
753,792,"SAN DIEGO & COPIAPO, SANTIAGO",346669.5873,6296999.5996,1,REGION METROPOLITANA,SANTIAGO,SAN DIEGO,COPIAPO, ,1,0,0,0,1,0
754,793,"SAN ENRIQUE & ESTERO NIFRE, QUILICURA",337904.1413,6306921.0878,1,REGION METROPOLITANA,QUILICURA,SAN ENRIQUE,ESTERO NIFRE, ,1,0,0,0,1,0
755,794,"SAN EUGENIO & CARLOS DITTBORN, NUNOA",349133.3414,6295778.1357,2,REGION METROPOLITANA,NUNOA,SAN EUGENIO,CARLOS DITTBORN, ,2,0,2,0,0,0
756,795,"SAN FRANCISCO & ALEJANDRO GUZMAN, EL BOSQUE",346293.1868,6285601.957,1,REGION METROPOLITANA,EL BOSQUE,SAN FRANCISCO,ALEJANDRO GUZMAN, ,1,0,1,0,0,0
757,796,"SAN FRANCISCO & EL MAIZAL, PUDAHUEL",336188.8203,6299157.7086,1,REGION METROPOLITANA,PUDAHUEL,SAN FRANCISCO,EL MAIZAL, ,1,0,0,0,1,0
758,797,"SAN FRANCISCO & LOS RETAMOS, CERRO NAVIA",339495.8422,6298900.451,1,REGION METROPOLITANA,CERRO NAVIA,SAN FRANCISCO,LOS RETAMOS, ,1,0,0,0,1,0
759,798,"SAN FRANCISCO & MAULE, SANTIAGO",347204.7625,6295745.7,1,REGION METROPOLITANA,SANTIAGO,SAN FRANCISCO,MAULE, ,1,0,0,0,0,1
760,799,"SAN FRANCISCO & SANTA ELVIRA, SANTIAGO",347143.1886,6296253.9574,2,REGION METROPOLITANA,SANTIAGO,SAN FRANCISCO,SANTA ELVIRA, ,2,0,0,0,2,0
761,800,"SAN GREGORIO & LOS ANGELES, LA GRANJA",350261.5101,6287950.5164,1,REGION METROPOLITANA,LA GRANJA,SAN GREGORIO,LOS ANGELES, ,1,0,0,0,1,0
762,801,"SAN GUILLERMO & VICUNA MACKENNA PONIENTE, LA FLORIDA",352474.6636,6287211.4115,1,REGION METROPOLITANA,LA FLORIDA,SAN GUILLERMO,VICUNA MACKENNA, ,1,0,0,0,1,0
763,802,"SAN HUGO & ALPACA, PUENTE ALTO",354410.3991,6282059.6003,1,REGION METROPOLITANA,PUENTE ALTO,SAN HUGO,ALPACA, ,1,0,0,0,1,0
764,803,"SAN JOSE & ENRIQUE DONOSO, RECOLETA",348274.593,6303312.4997,1,REGION METROPOLITANA,RECOLETA,SAN JOSE,ENRIQUE DONOSO, ,1,0,1,0,0,0
765,804,"SAN JOSE DE LA ESTRELLA & VICUNA MACKENNA, LA FLORIDA",352715.3045,6286236.6,1,REGION METROPOLITANA,LA FLORIDA,SAN JOSE DE LA ESTRELLA,VICUNA MACKENNA, ,1,0,0,0,0,1
766,805,"SAN JOSEMARIA ESCRIVA DE BALAGUER & LUIS CARRERA, VITACURA",351916.5928,6304737.499,2,REGION METROPOLITANA,VITACURA,COSTANERA MONSENOR ESCRIVA DE BALAGUER,LUIS CARRERA, ,2,0,1,1,0,0
767,806,"SAN JOSEMARIA ESCRIVA DE BALAGUER & PADRE HURTADO NORTE, VITACURA",355158.0621,6305837.4993,1,REGION METROPOLITANA,VITACURA,COSTANERA MONSENOR ESCRIVA DE BALAGUER,PADRE HURTADO NORTE, ,1,0,0,0,1,0
768,807,"SAN LUIS & CALLE B, QUILICURA",337408.906,6306868.2564,1,REGION METROPOLITANA,QUILICURA,SAN LUIS,CALLE B, ,1,0,0,0,1,0
769,808,"SAN LUIS & LO MARCOLETA, QUILICURA",336814.4654,6307224.7051,1,REGION METROPOLITANA,QUILICURA,SAN LUIS,LO MARCOLETA, ,1,0,0,0,1,0
770,809,"SAN LUIS & MANUEL ANTONIO MATTA, QUILICURA",336889.6178,6307042.6486,2,REGION METROPOLITANA,QUILICURA,SAN LUIS,MANUEL ANTONIO MATTA, ,2,0,0,0,1,1
771,810,"SAN LUIS & SAN ENRIQUE, QUILICURA",337988.8875,6306766.8986,2,REGION METROPOLITANA,QUILICURA,SAN LUIS,SAN ENRIQUE, ,2,0,0,0,1,1
772,811,"SAN LUIS & SAN SANTIAGO, QUILICURA",337757.0692,6306816.0371,1,REGION METROPOLITANA,QUILICURA,SAN LUIS,SAN SANTIAGO, ,1,0,0,0,0,1
773,812,"SAN MARTIN & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",345947.5865,6298129.5995,1,REGION METROPOLITANA,SANTIAGO,SAN MARTIN,LIBERTADOR BERNARDO O`HIGGINS, ,1,0,0,1,0,0
774,813,"SAN PABLO & ARTURO PRAT, PUDAHUEL",337211.3993,6298083.5995,1,REGION METROPOLITANA,PUDAHUEL,SAN PABLO,ARTURO PRAT, ,1,0,0,0,1,0
775,814,"SAN PABLO & FEDERICO ERRAZURIZ, PUDAHUEL",336019.5478,6298311.7057,3,REGION METROPOLITANA,PUDAHUEL,SAN PABLO,FEDERICO ERRAZURIZ, ,3,0,1,0,2,0
776,815,"SAN PABLO & LAS TORRES, LO PRADO",339123.8753,6298079.1699,1,REGION METROPOLITANA,LO PRADO,SAN PABLO,LAS TORRES, ,1,0,0,0,0,1
777,816,"SAN PABLO & LOS COPIHUES, LO PRADO",338854.5219,6298077.0306,1,REGION METROPOLITANA,LO PRADO,SAN PABLO,LOS COPIHUES, ,1,0,0,0,0,1
778,817,"SAN PABLO & NECOCHEA, LO PRADO",340757.4477,6298300.1631,1,REGION METROPOLITANA,LO PRADO,SAN PABLO,NECOCHEA, ,1,0,0,1,0,0
779,818,"SAN PABLO & RADAL, QUINTA NORMAL",341745.5874,6298611.5998,1,REGION METROPOLITANA,QUINTA NORMAL,SAN PABLO,RADAL, ,1,0,0,1,0,0
780,819,"SAN PABLO & SANTA VICTORIA, PUDAHUEL",336553.8059,6298202.5995,1,REGION METROPOLITANA,PUDAHUEL,SAN PABLO,VICTORIA PONIENTE, ,1,0,0,0,1,0
781,820,"SAN PABLO & TENIENTE CRUZ, PUDAHUEL",338212.8276,6298062.1854,1,REGION METROPOLITANA,PUDAHUEL,SAN PABLO,TENIENTE CRUZ, ,1,0,0,0,0,1
782,821,"SANTA AMALIA & AMALIA MEZA, LA FLORIDA",352651.5711,6287337.4648,1,REGION METROPOLITANA,LA FLORIDA,SANTA AMALIA,AMALIA MEZA, ,1,0,0,0,0,1
783,822,"SANTA AMALIA & PERU, LA FLORIDA",353042.8056,6287335.6001,1,REGION METROPOLITANA,LA FLORIDA,SANTA AMALIA,PERU, ,1,0,0,0,0,1
784,823,"SANTA CORINA & FRANCO SUIZO, PUDAHUEL",337431.6182,6297592.0996,1,REGION METROPOLITANA,PUDAHUEL,SANTA CORINA,FRANCO SUIZO, ,1,0,1,0,0,0
785,824,"SANTA ELVIRA & VICTOR MANUEL, SANTIAGO",347431.8056,6296285.5996,1,REGION METROPOLITANA,SANTIAGO,SANTA ELVIRA,VICTOR MANUEL, ,1,0,0,0,1,0
786,825,"SANTA ISABEL & CONDELL, PROVIDENCIA",348867.3889,6298038.5561,1,REGION METROPOLITANA,PROVIDENCIA,SANTA ISABEL,CONDELL, ,1,0,1,0,0,0
787,826,"SANTA ISABEL & GENERAL BUSTAMANTE, PROVIDENCIA",348457.4207,6297955.2398,3,REGION METROPOLITANA,PROVIDENCIA,SANTA ISABEL,GENERAL BUSTAMANTE, ,3,0,0,0,1,2
788,827,"SANTA ISABEL & JOSE MANUEL INFANTE, PROVIDENCIA",349471.0869,6298204.5989,1,REGION METROPOLITANA,PROVIDENCIA,SANTA ISABEL,JOSE MANUEL INFANTE, ,1,0,0,0,1,0
789,828,"SANTA ISABEL & SALVADOR, PROVIDENCIA",349152.9932,6298118.5991,1,REGION METROPOLITANA,PROVIDENCIA,SANTA ISABEL,SALVADOR, ,1,0,0,0,1,0
790,829,"SANTA ISABEL & SAN ISIDRO, SANTIAGO",347295.3053,6297583.5992,1,REGION METROPOLITANA,SANTIAGO,SANTA ISABEL,SAN ISIDRO, ,1,0,0,0,1,0
791,830,"SANTA ISABEL & SERRANO, SANTIAGO",346821.9928,6297467.5999,1,REGION METROPOLITANA,SANTIAGO,SANTA ISABEL,SERRANO, ,1,0,0,0,0,1
792,831,"SANTA JOSEFINA & SANTO DOMINGO, PUENTE ALTO",353643.587,6280024.6007,1,REGION METROPOLITANA,PUENTE ALTO,JOSE LUIS COO,SANTO DOMINGO, ,1,0,0,0,1,0
793,832,"SANTA JULIA & PUNTA ARENAS, LA FLORIDA",350511.6881,6288969.4684,2,REGION METROPOLITANA,LA FLORIDA,SANTA JULIA,PUNTA ARENAS, ,2,0,0,0,2,0
794,833,"SANTA LAURA & LO MARCOLETA, QUILICURA",337516.6371,6307390.7753,2,REGION METROPOLITANA,QUILICURA,SANTA LAURA,LO MARCOLETA, ,2,0,0,0,2,0
795,834,"SANTA LUISA & RIGOBERTO JARA, QUILICURA",338286.7619,6307912.6051,2,REGION METROPOLITANA,QUILICURA,SANTA LUISA,RIGOBERTO JARA, ,2,0,1,1,0,0
796,835,"SANTA MARIA & RECOLETA, RECOLETA",346806.4686,6299521.4993,1,REGION METROPOLITANA,RECOLETA,SANTA MARIA,RECOLETA, ,1,0,0,0,0,1
797,836,"SANTA MARTA & LA COMUNA, LO PRADO",340594.0995,6297679.3661,2,REGION METROPOLITANA,LO PRADO,SANTA MARTA,LA COMUNA, ,2,0,0,0,1,1
798,837,"SANTA MARTA DE HUECHURABA & ALBERTO UNDURRAGA, HUECHURABA",343986.9691,6307893.7995,1,REGION METROPOLITANA,HUECHURABA,SANTA MARTA DE HUECHURABA,ALBERTO UNDURRAGA, ,1,0,0,0,1,0
799,838,"SANTA MARTA DE HUECHURABA & EL SAUCE, HUECHURABA",344099.5107,6307485.5075,1,REGION METROPOLITANA,HUECHURABA,SANTA MARTA DE HUECHURABA,EL SAUCE, ,1,0,0,0,1,0
800,839,"SANTA ROSA & BALDOMERO LILLO, LA PINTANA",348823.668,6282894.5836,4,REGION METROPOLITANA,LA PINTANA,SANTA ROSA,BALDOMERO LILLO, ,4,0,0,0,4,1
801,840,"SANTA ROSA & BENJAMIN SUBERCASEAUX, LA GRANJA",348503.3539,6286117.1956,1,REGION METROPOLITANA,LA GRANJA,SANTA ROSA,BENJAMIN SUBERCASEAUX, ,1,0,0,0,1,0
802,842,"SANTA ROSA & COMBARBALA, LA GRANJA",348177.5807,6288669.9573,2,REGION METROPOLITANA,LA GRANJA,SANTA ROSA,COMBARBALA, ,2,0,0,1,0,1
803,843,"SANTA ROSA & IGNACIO SERRANO, LA GRANJA",348265.3569,6287557.2399,1,REGION METROPOLITANA,LA GRANJA,SANTA ROSA,IGNACIO SERRANO, ,1,0,0,0,1,0
804,844,"SANTA ROSA & JOSE GHIARDO, LA GRANJA",348076.231,6289424.1709,1,REGION METROPOLITANA,LA GRANJA,SANTA ROSA,JOSE GHIARDO, ,1,0,0,0,0,1
805,845,"SANTA ROSA & LO MARTINEZ, LA PINTANA",348774.3176,6283541.8403,2,REGION METROPOLITANA,LA PINTANA,SANTA ROSA,LO MARTINEZ, ,2,1,1,0,0,0
806,846,"SANTA ROSA & LOS JESUITAS, LA PINTANA",349056.6679,6280537.6008,1,REGION METROPOLITANA,LA PINTANA,SANTA ROSA,LOS JESUITAS, ,1,0,0,1,0,0
807,847,"SANTA ROSA & MANUEL ANTONIO MATTA, SANTIAGO",347283.0503,6296690.7278,3,REGION METROPOLITANA,SANTIAGO,SANTA ROSA,MANUEL ANTONIO MATTA, ,3,0,0,0,0,3
808,848,"SANTA ROSA & RIQUELME, LA GRANJA",348448.5039,6286383.9629,1,REGION METROPOLITANA,LA GRANJA,SANTA ROSA,RIQUELME, ,1,0,1,0,0,0
809,849,"SANTA TERESA DE LOS ANDES & TABANCURA, VITACURA",356925.1554,6305858.4989,1,REGION METROPOLITANA,VITACURA,SANTA TERESA DE LOS ANDES,TABANCURA, ,1,0,1,0,0,0
810,850,"SANTO DOMINGO & BRASIL, SANTIAGO",345281.3053,6298960.5991,1,REGION METROPOLITANA,SANTIAGO,SANTO DOMINGO,BRASIL, ,1,0,0,0,0,1
811,851,"SANTO DOMINGO & CHACABUCO, SANTIAGO",343931.7117,6298854.5989,1,REGION METROPOLITANA,SANTIAGO,SANTO DOMINGO,CHACABUCO, ,1,0,0,0,1,0
812,852,"SANTO DOMINGO & TENIENTE BELLO, PUENTE ALTO",353553.8995,6280525.6002,1,REGION METROPOLITANA,PUENTE ALTO,SANTO DOMINGO,TENIENTE BELLO, ,1,0,0,0,1,0
813,853,"SANTO DOMINGO & TOCORNAL, PUENTE ALTO",353631.0868,6280092.6006,1,REGION METROPOLITANA,PUENTE ALTO,SANTO DOMINGO,TOCORNAL, ,1,0,0,0,1,0
814,854,"SANTO TOMAS & BAHIA CATALINA, LA FLORIDA",350332.9616,6285950.6005,1,REGION METROPOLITANA,LA FLORIDA,SANTO TOMAS,BAHIA CATALINA, ,1,0,1,0,0,0
815,855,"SANTO TOMAS & VICUNA, LA GRANJA",350154.6495,6285906.6009,1,REGION METROPOLITANA,LA GRANJA,SANTO TOMAS,VICUNA, ,1,0,0,0,1,0
816,856,"SANTOS DUMONT & RECOLETA, RECOLETA",347074.5624,6300717.9993,1,REGION METROPOLITANA,RECOLETA,SANTOS DUMONT,RECOLETA, ,1,0,0,0,0,1
817,857,"SARGENTO CANDELARIA & ROLANDO PETERSEN, CERRO NAVIA",337447.8042,6300166.9928,1,REGION METROPOLITANA,CERRO NAVIA,SARGENTO CANDELARIA,ROLANDO PETERSEN, ,1,0,0,0,1,0
818,858,"SEMINARIO & FRANCISCO BILBAO, PROVIDENCIA",348528.0868,6298466.5992,1,REGION METROPOLITANA,PROVIDENCIA,SEMINARIO,FRANCISCO BILBAO, ,1,0,1,0,0,0
819,859,"SENADOR JAIME GUZMAN ERRAZURIZ & COLON, RENCA",342459.403,6303067.0846,1,REGION METROPOLITANA,RENCA,SENADOR JAIME GUZMAN,COLON, ,1,0,0,0,0,1
820,860,"SIERRA BELLA & SANTA ELVIRA, SANTIAGO",347939.0871,6296502.599,1,REGION METROPOLITANA,SANTIAGO,SIERRA BELLA,SANTA ELVIRA, ,1,0,0,0,0,1
821,861,"SIMON BOLIVAR & ANTONIO VARAS, NUNOA",350381.4069,6297559.2798,3,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,ANTONIO VARAS, ,3,0,0,0,2,1
822,862,"SIMON BOLIVAR & BREMEN, NUNOA",353272.212,6297907.599,2,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,BREMEN, ,2,0,0,0,2,0
823,863,"SIMON BOLIVAR & COVENTRY, NUNOA",353074.5908,6297894.5718,1,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,COVENTRY, ,1,0,0,0,1,0
824,864,"SIMON BOLIVAR & MARCHANT PEREIRA, NUNOA",350632.7118,6297603.5996,1,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,MARCHANT PEREIRA, ,1,0,1,0,0,0
825,865,"SIMON BOLIVAR & ORTUZAR, NUNOA",352819.3053,6297881.5993,1,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,ORTUZAR, ,1,0,0,1,0,0
826,866,"SIMON BOLIVAR & RICARDO LYON, NUNOA",351081.2123,6297684.5993,1,REGION METROPOLITANA,NUNOA,SIMON BOLIVAR,RICARDO LYON, ,1,0,1,0,0,0
827,867,"SIN NOMBRE & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",343986.9397,6285203.2051,1,REGION METROPOLITANA,EL BOSQUE,GRAN AVENIDA JOSE MIGUEL CARRERA, ,11580,1,0,0,0,0,1
828,868,"SUAREZ MUJICA & MONSENOR EYZAGUIRRE, NUNOA",349953.8999,6296577.5994,1,REGION METROPOLITANA,NUNOA,SUAREZ MUJICA,MONSENOR EYZAGUIRRE, ,1,0,0,0,1,0
829,869,"SUCRE & ANTONIO VARAS, NUNOA",350300.8055,6297830.1411,3,REGION METROPOLITANA,NUNOA,SUCRE,ANTONIO VARAS, ,3,0,0,0,3,1
830,870,"SUCRE & MANUEL MONTT, NUNOA",350040.2747,6297777.5996,1,REGION METROPOLITANA,NUNOA,SUCRE,MANUEL MONTT, ,1,0,0,0,1,0
831,871,"SUCRE & VALENCIA, NUNOA",350388.3994,6297815.5989,1,REGION METROPOLITANA,NUNOA,SUCRE,VALENCIA, ,1,0,0,0,1,0
832,872,"SUECIA & ANDRES BELLO, PROVIDENCIA",350359.7811,6301118.4993,1,REGION METROPOLITANA,PROVIDENCIA,SUECIA,ANDRES BELLO, ,1,0,0,0,1,0
833,873,"SUIZA & PEDRO DE VALDIVIA, PROVIDENCIA",350693.8885,6298275.1819,1,REGION METROPOLITANA,PROVIDENCIA,SUIZA,PEDRO DE VALDIVIA, ,1,0,0,0,1,0
834,874,"SUR & SOL DEL PACIFICO, EL BOSQUE",345667.8995,6285984.5999,1,REGION METROPOLITANA,EL BOSQUE,SUR,SOL DEL PACIFICO, ,1,0,0,0,1,0
835,875,"TAGUA TAGUA & NUEVA, PENALOLEN",355975.7426,6295286.6946,1,REGION METROPOLITANA,PENALOLEN,TAGUA TAGUA,NUEVA, ,1,0,0,0,1,0
836,876,"TARAPACA & ARTURO PRAT, SANTIAGO",346663.587,6297917.5992,1,REGION METROPOLITANA,SANTIAGO,CURICO,ARTURO PRAT, ,1,0,0,0,0,1
837,877,"TENIENTE CRUZ & CORONA SUECA, PUDAHUEL",338348.8274,6297444.916,1,REGION METROPOLITANA,PUDAHUEL,CAMINO LUIS CRUZ MARTINEZ,CORONA SUECA, ,1,0,0,0,1,0
838,879,"TENIENTE CRUZ & QUEBEC, PUDAHUEL",338199.087,6298540.5993,1,REGION METROPOLITANA,PUDAHUEL,CAMINO LUIS CRUZ MARTINEZ,QUEBEC, ,1,0,1,0,0,0
839,880,"TENIENTE CRUZ & SAN FRANCISCO, PUDAHUEL",338167.9606,6298977.8927,1,REGION METROPOLITANA,PUDAHUEL,TENIENTE CRUZ,SAN FRANCISCO, ,1,0,1,0,0,0
840,881,"TENIENTE MONTT & ANTONIO VARAS, NUNOA",350331.9623,6297721.0998,2,REGION METROPOLITANA,NUNOA,TENIENTE MONTT,ANTONIO VARAS, ,2,0,0,1,1,0
841,882,"TOBALABA & CARLOS ANTUNEZ, PROVIDENCIA",351856.5937,6300513.4991,1,REGION METROPOLITANA,PROVIDENCIA,TOBALABA,CARLOS ANTUNEZ, ,1,0,1,0,0,0
842,884,"TOBALABA & LOTA, LAS CONDES",351513.2178,6300834.4992,1,REGION METROPOLITANA,LAS CONDES,TOBALABA,LOTA, ,1,0,0,0,0,1
843,885,"TOBALABA & OSSA, LA REINA",353731.8761,6299058.7059,1,REGION METROPOLITANA,LA REINA,TOBALABA,OSSA, ,1,0,0,0,1,0
844,886,"TOBALABA & SIMON BOLIVAR, LA REINA",354607.6728,6298045.9863,1,REGION METROPOLITANA,LA REINA,TOBALABA,SIMON BOLIVAR, ,1,0,1,0,0,0
845,887,"TOBALABA & VOLCAN OSORNO, LA FLORIDA",355237.8508,6290371.2549,1,REGION METROPOLITANA,LA FLORIDA,TOBALABA,VOLCAN OSORNO, ,1,0,0,0,1,0
846,888,"TOCORNAL GREZ & GANDARILLAS, PUENTE ALTO",353459.7125,6280231.5999,1,REGION METROPOLITANA,PUENTE ALTO,TOCORNAL GREZ,GANDARILLAS, ,1,0,0,0,1,0
847,889,"TOME & ALGARROBO, LA GRANJA",348900.8056,6288508.5994,1,REGION METROPOLITANA,LA GRANJA,TOME,ALGARROBO, ,1,0,0,0,1,0
848,890,"TOME & ILLAPEL, LA GRANJA",348541.9937,6288471.5993,1,REGION METROPOLITANA,LA GRANJA,TOME,ILLAPEL, ,1,0,0,0,0,1
849,891,"TRAIGUEN & RICARDO LYON, PROVIDENCIA",350510.8743,6300238.9996,1,REGION METROPOLITANA,PROVIDENCIA,TRAIGUEN,RICARDO LYON, ,1,0,0,0,1,0
850,892,"TRINIDAD ORIENTE & MANUEL RODRIGUEZ, LA FLORIDA",354176.3919,6286900.2646,1,REGION METROPOLITANA,LA FLORIDA,TRINIDAD,MANUEL RODRIGUEZ, ,1,0,0,0,1,0
851,893,"TUCAPEL & SANTA ROSA, LA PINTANA",348910.3052,6282098.3465,1,REGION METROPOLITANA,LA PINTANA,TUCAPEL,SANTA ROSA, ,1,0,0,0,1,0
